id,desafio_id,letra,texto,ods_diretos,ods_indiretos,profundidade,justificativa_profundidade,planejamento_pesos,ferramentas_pesos,created_at,updated_at,gs_project_id,gs_table_name
alt-trabalho-copiado-c,desafio-trabalho-copiado,C,"Criar um assistente virtual baseado em IA que, a partir de um tema sugerido pelo aluno, gera perguntas instigantes, sugere fontes de pesquisa, propõe estruturas de texto e ajuda a revisar a redação. O assistente não escreve pelo aluno — ele orienta o processo criativo, funcionando como um tutor de metodologia de pesquisa.","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]","[""10 — Redução das Desigualdades""]",Transformadora,"O assistente de IA transforma o processo de aprendizagem, ensinando metodologia de pesquisa de forma escalável e personalizada para qualquer aluno, em qualquer tema.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Recomendada""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Essencial""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784246199422,1784246199422,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-barraquinha-vazia-c,desafio-barraquinha-vazia,C,"Antes de começar a vender, o grupo faz uma pesquisa de mercado (entrevistando colegas sobre preferências), define a marca (nome, logotipo, slogan), busca fornecedores locais com bons preços, calcula o custo de cada lanche e define o preço de venda com margem de lucro. O plano de negócio é registrado em um documento e apresentado à direção para aprovação.","[""8 — Trabalho Decente e Crescimento Econômico"",""3 — Saúde e Bem-Estar"",""12 — Consumo e Produção Responsáveis""]","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]",Transformadora,"O plano de negócio completo (pesquisa de mercado, branding, fornecedores, precificação) ensina empreendedorismo real e cria uma base replicável para outros projetos da escola.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784246199427,1784246199427,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-falta-de-sono-b,desafio-falta-de-sono,B,"Criar um aplicativo simples ou uma planilha compartilhada onde os alunos registram seus hábitos de sono (hora de dormir, hora de acordar, qualidade percebida). A cada semana, o grupo analisa os dados e publica dicas personalizadas no mural da escola. Os alunos que melhorarem seus hábitos ganham um certificado.","[""3 — Saúde e Bem-Estar"",""9 — Indústria, Inovação e Infraestrutura""]","[""4 — Educação de Qualidade""]",Sistêmica,"O diário do sono cria acompanhamento contínuo e dados reais sobre os hábitos, permitindo intervenções personalizadas em vez de uma única palestra.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784246199429,1784246199429,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-carteira-que-pesa-c,desafio-carteira-que-pesa,C,"Desenvolver um aplicativo de pagamento com moeda escolar digital, integrado ao sistema da cantina. Os pais recarregam a carteira digital pelo celular, e os alunos pagam usando um QR code ou aproximação. O aplicativo também gera relatórios de consumo para os pais e para a escola, ajudando a planejar o cardápio e evitar desperdícios.","[""9 — Indústria, Inovação e Infraestrutura"",""10 — Redução das Desigualdades"",""12 — Consumo e Produção Responsáveis"",""8 — Trabalho Decente e Crescimento Econômico""]","[""4 — Educação de Qualidade""]",Transformadora,"A carteira digital escolar com QR code e relatórios de consumo cria um ecossistema completo de pagamento, planejamento e prestação de contas, servindo como modelo replicável para outras escolas.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784246199432,1784246199432,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-livro-perdido-a,desafio-livro-perdido,A,"Criar um caderno novo e organizado, com colunas para data, nome do aluno, título do livro, data de devolução e assinatura. Dois alunos voluntários por semana ficam responsáveis por manter o caderno atualizado e cobrar as devoluções.","[""4 — Educação de Qualidade""]",[],Paliativa,"O caderno organizado melhora o registro, mas ainda depende de anotação manual sujeita a erros e perdas.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Irrelevante""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Irrelevante""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784246199424,1784246199424,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-falta-de-sono-a,desafio-falta-de-sono,A,"Convidar um médico, psicólogo ou terapeuta do sono para dar uma palestra na escola sobre higiene do sono, explicando a importância de dormir bem e dando dicas práticas para os alunos.","[""3 — Saúde e Bem-Estar""]","[""4 — Educação de Qualidade""]",Paliativa,"A palestra informa sobre o problema, mas depende de mudança espontânea de hábito sem acompanhamento contínuo.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Irrelevante""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784246199423,1784246199423,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-barraquinha-vazia-a,desafio-barraquinha-vazia,A,"Pedir doações de ingredientes (frutas, pães integrais, queijo) para os pais e comerciantes do bairro, preparar os lanches em casa e vender a preço de custo durante o recreio. O objetivo não é lucrar, mas oferecer uma opção saudável acessível.","[""8 — Trabalho Decente e Crescimento Econômico"",""3 — Saúde e Bem-Estar""]","[""12 — Consumo e Produção Responsáveis""]",Paliativa,"Vender a preço de custo com ingredientes doados resolve o acesso imediato a lanches saudáveis, mas não ensina gestão financeira nem garante continuidade do projeto.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Irrelevante""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784246199428,1784246199428,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-barraquinha-vazia-b,desafio-barraquinha-vazia,B,"Criar uma cooperativa de alunos, onde cada integrante contribui com uma pequena quantia para comprar os ingredientes. Os lucros são divididos proporcionalmente ao trabalho de cada um (quem cozinha, quem vende, quem faz a contabilidade). A cooperativa se reúne semanalmente para avaliar as vendas e ajustar o cardápio.","[""8 — Trabalho Decente e Crescimento Econômico"",""3 — Saúde e Bem-Estar"",""12 — Consumo e Produção Responsáveis""]","[""4 — Educação de Qualidade""]",Sistêmica,"A cooperativa cria um sistema justo de divisão de trabalho e lucro entre os alunos, ensinando gestão coletiva e responsabilidade, indo além de apenas vender lanches.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Recomendada""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784246199436,1784246199436,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-sinal-que-nao-abre-b,desafio-sinal-que-nao-abre,B,"Criar uma campanha de conscientização com cartazes, faixas e posts nas redes sociais alertando sobre o perigo do semáforo desligado. Alunos voluntários atuam como ""agentes de trânsito mirins"" na entrada e saída da escola, ajudando os colegas a atravessar com segurança.","[""11 — Cidades e Comunidades Sustentáveis"",""3 — Saúde e Bem-Estar""]","[""16 — Paz, Justiça e Instituições Eficazes""]",Sistêmica,"A campanha de conscientização e os agentes mirins atuam preventivamente todos os dias, reduzindo o risco imediato enquanto a solução definitiva não chega.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784246199435,1784246199435,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-carteira-que-pesa-a,desafio-carteira-que-pesa,A,"Criar um sistema de fichas compradas antecipadamente, na secretaria, com valor equivalente aos lanches. O aluno entrega a ficha na cantina e recebe o produto, eliminando a necessidade de troco. As fichas são de papel reciclado e podem ser reutilizadas.","[""9 — Indústria, Inovação e Infraestrutura""]","[""10 — Redução das Desigualdades"",""12 — Consumo e Produção Responsáveis""]",Paliativa,"As fichas pré-pagas eliminam o troco no curto prazo, mas ainda dependem de papel físico e não resolvem o controle de dados de consumo.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Recomendada""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784246199438,1784246199438,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-danca-que-ninguem-ve-c,desafio-danca-que-ninguem-ve,C,"Criar um canal no YouTube e um perfil no Instagram dedicados à dança, onde os alunos publicam coreografias, tutoriais e documentários sobre estilos de dança regionais (como frevo, carimbó, siriri). O canal também serve como portfólio para os dançarinos e atrai parcerias com artistas locais.","[""4 — Educação de Qualidade"",""11 — Cidades e Comunidades Sustentáveis"",""9 — Indústria, Inovação e Infraestrutura""]","[""17 — Parcerias e Meios de Implementação""]",Transformadora,"O canal de conteúdo digital transforma a dança em um projeto contínuo de portfólio e valorização cultural, com potencial de alcance e parcerias muito além da escola.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Essencial""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784246199437,1784246199437,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-carteira-que-pesa-b,desafio-carteira-que-pesa,B,"Criar um sistema de cartão magnético recarregável, onde os pais depositam crédito online e os alunos passam o cartão na cantina, como um vale-refeição. O saldo pode ser consultado pelo celular. O sistema usa um leitor de cartões simples conectado a um computador.","[""9 — Indústria, Inovação e Infraestrutura"",""10 — Redução das Desigualdades"",""12 — Consumo e Produção Responsáveis""]","[""8 — Trabalho Decente e Crescimento Econômico""]",Sistêmica,"O cartão recarregável digitaliza o pagamento com controle de saldo em tempo real, reduzindo o uso de dinheiro físico e agilizando o atendimento.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784246199440,1784246199440,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
